POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer 3a_OPERACION,buffer 3a_TIPO,buffer 3a_LATITUD,buffer 3a_LONGITUD,buffer 3a_M2TOTAL,buffer 3a_PRECIOUSD,buffer 3a_BARRIO,buffer 3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer 3a_OPERACION,Matrix_distancia_f_buffer 3a_TIPO,Matrix_distancia_f_buffer 3a_LATITUD,Matrix_distancia_f_buffer 3a_LONGITUD,Matrix_distancia_f_buffer 3a_M2TOTAL,Matrix_distancia_f_buffer 3a_PRECIOUSD,Matrix_distancia_f_buffer 3a_BARRIO,Matrix_distancia_f_buffer 3a_COMUNA,Matrix_ distancia_S_TargetID,Matrix_ distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance
1505,VTA,TERRENO,-34.602937,-58.436824,168,679000,VILLA CRESPO,15,VTA,TERRENO,-34.602937,-58.436824,168,679000,VILLA CRESPO,15,-58.4436522,1914.3523517199,VTA,TERRENO,-34.602937,-58.436824,168,679000,VILLA CRESPO,15,-58.4312738603246,516.303749560515,756,Obelisco,5066.98708781339
1506,VTA,TERRENO,-34.611622,-58.436813,443,760000,CABALLITO,6,VTA,TERRENO,-34.611622,-58.436813,443,760000,CABALLITO,6,-58.4436522,1052.80766607625,VTA,TERRENO,-34.611622,-58.436813,443,760000,CABALLITO,6,-58.4364285288493,739.43307043476,660,Obelisco,5140.22491591436
1507,VTA,TERRENO,-34.5792691,-58.4366421,335,1600000,PALERMO,14,VTA,TERRENO,-34.5792691,-58.4366421,335,1600000,PALERMO,14,-58.435404,411.372547051791,VTA,TERRENO,-34.5792691,-58.4366421,335,1600000,PALERMO,14,-58.4350135337338,477.766535593213,504,Obelisco,5732.67999858319
1508,VTA,TERRENO,-34.5886112,-58.4366323,408,1250000,PALERMO,14,VTA,TERRENO,-34.5886112,-58.4366323,408,1250000,PALERMO,14,-58.4274154,1304.14530617568,VTA,TERRENO,-34.5886112,-58.4366323,408,1250000,PALERMO,14,-58.4475730925312,1061.2470284386,940,Obelisco,5320.07867237031
1509,VTA,TERRENO,-34.5890334,-58.4364864,142,600000,PALERMO,14,VTA,TERRENO,-34.5890334,-58.4364864,142,600000,PALERMO,14,-58.4274154,1331.73765963033,VTA,TERRENO,-34.5890334,-58.4364864,142,600000,PALERMO,14,-58.4475730925312,1059.80991084515,921,Obelisco,5292.75976289763
1510,VTA,TERRENO,-34.5810831,-58.4364295,180,490000,PALERMO,14,VTA,TERRENO,-34.5810831,-58.4364295,180,490000,PALERMO,14,-58.435404,603.982454443936,VTA,TERRENO,-34.5810831,-58.4364295,180,490000,PALERMO,14,-58.4350135337338,667.789474073452,515,Obelisco,5622.74005739452
1511,VTA,TERRENO,-34.6324344,-58.4362473,390,650000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6324344,-58.4362473,390,650000,PARQUE CHACABUCO,7,-58.4436522,1613.12255186885,VTA,TERRENO,-34.6324344,-58.4362473,390,650000,PARQUE CHACABUCO,7,-58.4338162502395,538.304588446764,393,Obelisco,5938.8547229999
1512,VTA,TERRENO,-34.6263861,-58.436244,215,580000,CABALLITO,6,VTA,TERRENO,-34.6263861,-58.436244,215,580000,CABALLITO,6,-58.4436522,1043.66962351884,VTA,TERRENO,-34.6263861,-58.436244,215,580000,CABALLITO,6,-58.4338162502395,286.908989913485,574,Obelisco,5607.55955651992
1513,VTA,TERRENO,-34.5923885,-58.4362297,437,600000,VILLA CRESPO,15,VTA,TERRENO,-34.5923885,-58.4362297,437,600000,VILLA CRESPO,15,-58.4274154,1627.04869678896,VTA,TERRENO,-34.5923885,-58.4362297,437,600000,VILLA CRESPO,15,-58.4397714984155,798.87001674221,640,Obelisco,5167.32781855718
1514,VTA,TERRENO,-34.598043,-58.436154,550,1800000,VILLA CRESPO,15,VTA,TERRENO,-34.598043,-58.436154,550,1800000,VILLA CRESPO,15,-58.4274154,2191.06436468078,VTA,TERRENO,-34.598043,-58.436154,550,1800000,VILLA CRESPO,15,-58.4397714984155,347.322035379,805,Obelisco,5044.42259390755
1515,VTA,TERRENO,-34.5903,-58.4361453,207,710000,PALERMO,14,VTA,TERRENO,-34.5903,-58.4361453,207,710000,PALERMO,14,-58.4274154,1426.29209725763,VTA,TERRENO,-34.5903,-58.4361453,207,710000,PALERMO,14,-58.4397714984155,1017.41675164914,851,Obelisco,5221.16908813545
1516,VTA,TERRENO,-34.624755,-58.4361412,191,970000,CABALLITO,6,VTA,TERRENO,-34.624755,-58.4361412,191,970000,CABALLITO,6,-58.4436522,920.966206090972,VTA,TERRENO,-34.624755,-58.4361412,191,970000,CABALLITO,6,-58.4338162502395,420.054116235878,580,Obelisco,5520.29594479875
1517,VTA,TERRENO,-34.611688,-58.436019,437,550000,CABALLITO,6,VTA,TERRENO,-34.611688,-58.436019,437,550000,CABALLITO,6,-58.4436522,1092.12206970814,VTA,TERRENO,-34.611688,-58.436019,437,550000,CABALLITO,6,-58.4295003232997,713.941479922829,637,Obelisco,5069.74847902954
1518,VTA,TERRENO,-34.5755543,-58.4360097,140,520000,PALERMO,14,VTA,TERRENO,-34.5755543,-58.4360097,140,520000,PALERMO,14,-58.435404,58.0370693389963,VTA,TERRENO,-34.5755543,-58.4360097,140,520000,PALERMO,14,-58.4350135337338,100.469664328575,513,Obelisco,5889.62145546132
1519,VTA,TERRENO,-34.5796547,-58.4360046,289,1400000,PALERMO,14,VTA,TERRENO,-34.5796547,-58.4360046,289,1400000,PALERMO,14,-58.435404,441.603466679047,VTA,TERRENO,-34.5796547,-58.4360046,289,1400000,PALERMO,14,-58.4350135337338,504.830349681795,486,Obelisco,5660.91562216055
1520,VTA,TERRENO,-34.5805778,-58.435997,1347,1500000,PALERMO,14,VTA,TERRENO,-34.5805778,-58.435997,1347,1500000,PALERMO,14,-58.435404,543.285140485387,VTA,TERRENO,-34.5805778,-58.435997,1347,1500000,PALERMO,14,-58.4350135337338,605.734012402548,509,Obelisco,5612.70141923256
1521,VTA,TERRENO,-34.5665585,-58.4358595,679,5000000,PALERMO,14,VTA,TERRENO,-34.5665585,-58.4358595,679,5000000,PALERMO,14,-58.435404,1015.50683501595,VTA,TERRENO,-34.5665585,-58.4358595,679,5000000,PALERMO,14,-58.4446681483349,894.531773695653,444,Obelisco,6464.15441298226
1522,VTA,TERRENO,-34.6029879,-58.4358472,234,890000,VILLA CRESPO,15,VTA,TERRENO,-34.6029879,-58.4358472,234,890000,VILLA CRESPO,15,-58.4436522,1940.25478862012,VTA,TERRENO,-34.6029879,-58.4358472,234,890000,VILLA CRESPO,15,-58.4312738603246,429.383312294714,771,Obelisco,4977.30499918565
1523,VTA,TERRENO,-34.5787697,-58.435791,600,3000000,PALERMO,14,VTA,TERRENO,-34.5787697,-58.435791,600,3000000,PALERMO,14,-58.435404,341.825281155344,VTA,TERRENO,-34.5787697,-58.435791,600,3000000,PALERMO,14,-58.4350135337338,404.733483243038,528,Obelisco,5690.76864331003
1524,VTA,TERRENO,-34.6067198,-58.4357797,1290,3600000,CABALLITO,6,VTA,TERRENO,-34.6067198,-58.4357797,1290,3600000,CABALLITO,6,-58.4436522,1565.78945626552,VTA,TERRENO,-34.6067198,-58.4357797,1290,3600000,CABALLITO,6,-58.4312738603246,653.019301260004,666,Obelisco,4981.44896176554
1525,VTA,TERRENO,-34.591102,-58.435772,170,400000,VILLA CRESPO,15,VTA,TERRENO,-34.591102,-58.435772,170,400000,VILLA CRESPO,15,-58.4274154,1482.7423574584,VTA,TERRENO,-34.591102,-58.435772,170,400000,VILLA CRESPO,15,-58.4397714984155,946.531204016097,744,Obelisco,5163.50457089548
1526,VTA,TERRENO,-34.5835,-58.4357091,270,640000,PALERMO,14,VTA,TERRENO,-34.5835,-58.4357091,270,640000,PALERMO,14,-58.435404,865.174900824356,VTA,TERRENO,-34.5835,-58.4357091,270,640000,PALERMO,14,-58.4350135337338,925.346531512964,688,Obelisco,5447.85434479231
1527,VTA,TERRENO,-34.5904351,-58.4355478,384,1270000,PALERMO,14,VTA,TERRENO,-34.5904351,-58.4355478,384,1270000,PALERMO,14,-58.4274154,1408.93567330344,VTA,TERRENO,-34.5904351,-58.4355478,384,1270000,PALERMO,14,-58.4397714984155,1022.74753461621,908,Obelisco,5164.35671872367
1528,VTA,TERRENO,-34.5895493,-58.4355173,408,1200000,PALERMO,14,VTA,TERRENO,-34.5895493,-58.4355173,408,1200000,PALERMO,14,-58.4274154,1325.03216288904,VTA,TERRENO,-34.5895493,-58.4355173,408,1200000,PALERMO,14,-58.4397714984155,1115.28607062115,1020,Obelisco,5190.61490410372
1529,VTA,TERRENO,-34.5903835,-58.4354979,384,1350000,PALERMO,14,VTA,TERRENO,-34.5903835,-58.4354979,384,1350000,PALERMO,14,-58.4274154,1401.65600576324,VTA,TERRENO,-34.5903835,-58.4354979,384,1350000,PALERMO,14,-58.4397714984155,1029.78134324283,915,Obelisco,5161.60928361157
1530,VTA,TERRENO,-34.635346,-58.4354817,312,860000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.635346,-58.4354817,312,860000,PARQUE CHACABUCO,7,-58.4436522,1937.00385272669,VTA,TERRENO,-34.635346,-58.4354817,312,860000,PARQUE CHACABUCO,7,-58.4421707059652,777.283392501416,342,Obelisco,6060.70157036579
1531,VTA,TERRENO,-34.5908043,-58.4353117,436,700000,PALERMO,14,VTA,TERRENO,-34.5908043,-58.4353117,436,700000,PALERMO,14,-58.4274154,1432.76624796354,VTA,TERRENO,-34.5908043,-58.4353117,436,700000,PALERMO,14,-58.4397714984155,993.685502213612,819,Obelisco,5132.00603361205
1532,VTA,TERRENO,-34.5916528,-58.4352968,389,700000,VILLA CRESPO,15,VTA,TERRENO,-34.5916528,-58.4352968,389,700000,VILLA CRESPO,15,-58.4274154,1514.06664988436,VTA,TERRENO,-34.5916528,-58.4352968,389,700000,VILLA CRESPO,15,-58.4397714984155,909.348945619714,678,Obelisco,5105.17993567787
1533,VTA,TERRENO,-34.6352495,-58.4352861,147,430000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6352495,-58.4352861,147,430000,PARQUE CHACABUCO,7,-58.4436522,1934.18061687644,VTA,TERRENO,-34.6352495,-58.4352861,147,430000,PARQUE CHACABUCO,7,-58.4421707059652,785.1013578526,342,Obelisco,6039.88000237145
1534,VTA,TERRENO,-34.5835678,-58.4352762,400,710000,PALERMO,14,VTA,TERRENO,-34.5835678,-58.4352762,400,710000,PALERMO,14,-58.4274154,841.406902478743,VTA,TERRENO,-34.5835678,-58.4352762,400,710000,PALERMO,14,-58.4350135337338,930.976353562762,659,Obelisco,5408.57388859027
1535,VTA,TERRENO,-34.610242,-58.435208,245,579000,CABALLITO,6,VTA,TERRENO,-34.610242,-58.435208,245,579000,CABALLITO,6,-58.4436522,1263.75153225312,VTA,TERRENO,-34.610242,-58.435208,245,579000,CABALLITO,6,-58.4295003232997,759.757879090948,645,Obelisco,4970.69749187701
1536,VTA,TERRENO,-34.6009503,-58.435011,291,1150000,VILLA CRESPO,15,VTA,TERRENO,-34.6009503,-58.435011,291,1150000,VILLA CRESPO,15,-58.4436522,2178.67898931146,VTA,TERRENO,-34.6009503,-58.435011,291,1150000,VILLA CRESPO,15,-58.4312738603246,368.223124033312,919,Obelisco,4909.63438370747
1537,VTA,TERRENO,-34.592036,-58.4349771,389,630000,VILLA CRESPO,15,VTA,TERRENO,-34.592036,-58.4349771,389,630000,VILLA CRESPO,15,-58.4274154,1538.09657383369,VTA,TERRENO,-34.592036,-58.4349771,389,630000,VILLA CRESPO,15,-58.4397714984155,885.817308986779,710,Obelisco,5065.82979369499
1538,VTA,TERRENO,-34.5763439,-58.4349657,173,980000,PALERMO,14,VTA,TERRENO,-34.5763439,-58.4349657,173,980000,PALERMO,14,-58.435404,81.4902517364517,VTA,TERRENO,-34.5763439,-58.4349657,173,980000,PALERMO,14,-58.4350135337338,129.37066002216,561,Obelisco,5761.99050916912
1539,VTA,TERRENO,-34.5948367,-58.4349656,99,255000,VILLA CRESPO,15,VTA,TERRENO,-34.5948367,-58.4349656,99,255000,VILLA CRESPO,15,-58.4274154,1820.38247420854,VTA,TERRENO,-34.5948367,-58.4349656,99,255000,VILLA CRESPO,15,-58.4397714984155,635.871273963311,656,Obelisco,4994.24543945267
1540,VTA,TERRENO,-34.6068306,-58.4349556,176,750000,CABALLITO,6,VTA,TERRENO,-34.6068306,-58.4349556,176,750000,CABALLITO,6,-58.4436522,1591.39934253927,VTA,TERRENO,-34.6068306,-58.4349556,176,750000,CABALLITO,6,-58.4312738603246,618.259311133242,672,Obelisco,4906.87534213682
1541,VTA,TERRENO,-34.5711947,-58.4349399,378,2500000,PALERMO,14,VTA,TERRENO,-34.5711947,-58.4349399,378,2500000,PALERMO,14,-58.435404,502.149143360703,VTA,TERRENO,-34.5711947,-58.4349399,378,2500000,PALERMO,14,-58.4350135337338,441.970566376237,501,Obelisco,6080.6941795234
1542,VTA,TERRENO,-34.5883253,-58.4349258,248,540000,PALERMO,14,VTA,TERRENO,-34.5883253,-58.4349258,248,540000,PALERMO,14,-58.4274154,1182.60038499073,VTA,TERRENO,-34.5883253,-58.4349258,248,540000,PALERMO,14,-58.4475730925312,1219.79693795116,1058,Obelisco,5182.1177664534
1543,VTA,TERRENO,-34.591647,-58.434903,222,850000,VILLA CRESPO,15,VTA,TERRENO,-34.591647,-58.434903,222,850000,VILLA CRESPO,15,-58.4274154,1496.5768428267,VTA,TERRENO,-34.591647,-58.434903,222,850000,VILLA CRESPO,15,-58.4397714984155,926.781095846544,706,Obelisco,5070.49897970231
1544,VTA,TERRENO,-34.5983581,-58.4348104,270,990000,VILLA CRESPO,15,VTA,TERRENO,-34.5983581,-58.4348104,270,990000,VILLA CRESPO,15,-58.4274154,2182.22127508952,VTA,TERRENO,-34.5983581,-58.4348104,270,990000,VILLA CRESPO,15,-58.4397714984155,460.081230296889,870,Obelisco,4917.80336558699
1545,VTA,TERRENO,-34.5790634,-58.4347458,165,1050000,PALERMO,14,VTA,TERRENO,-34.5790634,-58.4347458,165,1050000,PALERMO,14,-58.435404,377.420151746657,VTA,TERRENO,-34.5790634,-58.4347458,165,1050000,PALERMO,14,-58.4350135337338,431.677663516716,523,Obelisco,5591.16402185449
1546,VTA,TERRENO,-34.5988643,-58.4347274,107,550000,VILLA CRESPO,15,VTA,TERRENO,-34.5988643,-58.4347274,107,550000,VILLA CRESPO,15,-58.4274154,2233.36158171423,VTA,TERRENO,-34.5988643,-58.4347274,107,550000,VILLA CRESPO,15,-58.4397714984155,462.843272226403,889,Obelisco,4903.74307088461
1547,VTA,TERRENO,-34.5988446,-58.4346794,107,580000,VILLA CRESPO,15,VTA,TERRENO,-34.5988446,-58.4346794,107,580000,VILLA CRESPO,15,-58.4274154,2229.95726664915,VTA,TERRENO,-34.5988446,-58.4346794,107,580000,VILLA CRESPO,15,-58.4397714984155,467.30368424293,889,Obelisco,4899.60820419462
1548,VTA,TERRENO,-34.5914528,-58.4346788,700,3600000,VILLA CRESPO,15,VTA,TERRENO,-34.5914528,-58.4346788,700,3600000,VILLA CRESPO,15,-58.4274154,1468.01982577294,VTA,TERRENO,-34.5914528,-58.4346788,700,3600000,VILLA CRESPO,15,-58.4397714984155,955.599870506264,714,Obelisco,5056.42780916417
1549,VTA,TERRENO,-34.591144,-58.434615,1516,1250000,PALERMO,14,VTA,TERRENO,-34.591144,-58.434615,1516,1250000,PALERMO,14,-58.4274154,1434.87714887055,VTA,TERRENO,-34.591144,-58.434615,1516,1250000,PALERMO,14,-58.4397714984155,988.413410867149,779,Obelisco,5060.13886824185
1550,VTA,TERRENO,-34.6022521,-58.4344461,205,800000,VILLA CRESPO,15,VTA,TERRENO,-34.6022521,-58.4344461,205,800000,VILLA CRESPO,15,-58.4436522,2065.46711792559,VTA,TERRENO,-34.6022521,-58.4344461,205,800000,VILLA CRESPO,15,-58.4312738603246,291.153139488533,796,Obelisco,4850.88354598942
1551,VTA,TERRENO,-34.5870167,-58.4342681,342,730000,PALERMO,14,VTA,TERRENO,-34.5870167,-58.4342681,342,730000,PALERMO,14,-58.4274154,1030.07840894113,VTA,TERRENO,-34.5870167,-58.4342681,342,730000,PALERMO,14,-58.4257114411123,1235.05604482553,1015,Obelisco,5175.41723698556
1552,VTA,TERRENO,-34.5969783,-58.4342218,186,800000,VILLA CRESPO,15,VTA,TERRENO,-34.5969783,-58.4342218,186,800000,VILLA CRESPO,15,-58.4274154,2019.95779160625,VTA,TERRENO,-34.5969783,-58.4342218,186,800000,VILLA CRESPO,15,-58.4397714984155,554.849193811395,685,Obelisco,4885.33917068992
1553,VTA,TERRENO,-34.597524,-58.434162,235,1400000,VILLA CRESPO,15,VTA,TERRENO,-34.597524,-58.434162,235,1400000,VILLA CRESPO,15,-58.4274154,2075.97022280548,VTA,TERRENO,-34.597524,-58.434162,235,1400000,VILLA CRESPO,15,-58.4397714984155,538.907108288968,653,Obelisco,4870.98990712407
1554,VTA,TERRENO,-34.5866606,-58.4340921,249,1960000,PALERMO,14,VTA,TERRENO,-34.5866606,-58.4340921,249,1960000,PALERMO,14,-58.4274154,988.996687111445,VTA,TERRENO,-34.5866606,-58.4340921,249,1960000,PALERMO,14,-58.4257114411123,1194.36407657504,973,Obelisco,5174.67282944771
1555,VTA,TERRENO,-34.63087,-58.434073,634,750000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.63087,-58.434073,634,750000,PARQUE CHACABUCO,7,-58.4436522,1560.43630799094,VTA,TERRENO,-34.63087,-58.434073,634,750000,PARQUE CHACABUCO,7,-58.4338162502395,317.307888383537,410,Obelisco,5677.65333272444
1556,VTA,TERRENO,-34.5720765,-58.4340707,363,2500000,PALERMO,14,VTA,TERRENO,-34.5720765,-58.4340707,363,2500000,PALERMO,14,-58.435404,420.701363190367,VTA,TERRENO,-34.5720765,-58.4340707,363,2500000,PALERMO,14,-58.4350135337338,354.807457003309,488,Obelisco,5958.52289422103
1557,VTA,TERRENO,-34.6005659,-58.4340588,164,700000,VILLA CRESPO,15,VTA,TERRENO,-34.6005659,-58.4340588,164,700000,VILLA CRESPO,15,-58.4436522,2251.13463547733,VTA,TERRENO,-34.6005659,-58.4340588,164,700000,VILLA CRESPO,15,-58.4312738603246,310.835463046838,842,Obelisco,4825.38347546006
1558,VTA,TERRENO,-34.630616,-58.43389,446,790000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.630616,-58.43389,446,790000,PARQUE CHACABUCO,7,-58.4436522,1546.88162611378,VTA,TERRENO,-34.630616,-58.43389,446,790000,PARQUE CHACABUCO,7,-58.4338162502395,288.335381954632,415,Obelisco,5648.50575009573
1559,VTA,TERRENO,-34.5885211,-58.4338781,146,450000,PALERMO,14,VTA,TERRENO,-34.5885211,-58.4338781,146,450000,PALERMO,14,-58.4274154,1147.83947592033,VTA,TERRENO,-34.5885211,-58.4338781,146,450000,PALERMO,14,-58.4397714984155,1278.74861245732,1028,Obelisco,5084.22584087162
1560,VTA,TERRENO,-34.5906254,-58.4337105,202,680000,PALERMO,14,VTA,TERRENO,-34.5906254,-58.4337105,202,680000,PALERMO,14,-58.4274154,1346.43197465099,VTA,TERRENO,-34.5906254,-58.4337105,202,680000,PALERMO,14,-58.4397714984155,1079.58996031536,935,Obelisco,4996.87272523787
1561,VTA,TERRENO,-34.5785751,-58.4336472,134,980000,PALERMO,14,VTA,TERRENO,-34.5785751,-58.4336472,134,980000,PALERMO,14,-58.435404,356.868615745991,VTA,TERRENO,-34.5785751,-58.4336472,134,980000,PALERMO,14,-58.4350135337338,397.11808871254,562,Obelisco,5530.62131626506
1562,VTA,TERRENO,-34.5871985,-58.4336455,627,1650000,PALERMO,14,VTA,TERRENO,-34.5871985,-58.4336455,627,1650000,PALERMO,14,-58.4274154,1012.82431252085,VTA,TERRENO,-34.5871985,-58.4336455,627,1650000,PALERMO,14,-58.4257114411123,1215.64726291595,1003,Obelisco,5114.86383033491
1563,VTA,TERRENO,-34.5872472,-58.4336145,4300,2200000,PALERMO,14,VTA,TERRENO,-34.5872472,-58.4336145,4300,2200000,PALERMO,14,-58.4274154,1015.69324744964,VTA,TERRENO,-34.5872472,-58.4336145,4300,2200000,PALERMO,14,-58.4257114411123,1218.28322330729,1010,Obelisco,5110.2731463079
1564,VTA,TERRENO,-34.6294741,-58.43359,235,400000,PARQUE CHACABUCO,7,VTA,TERRENO,-34.6294741,-58.43359,235,400000,PARQUE CHACABUCO,7,-58.4436522,1462.63752644468,VTA,TERRENO,-34.6294741,-58.43359,235,400000,PARQUE CHACABUCO,7,-58.4338162502395,162.907236161862,448,Obelisco,5559.04201724833
1565,VTA,TERRENO,-34.588517,-58.433566,185,870000,PALERMO,14,VTA,TERRENO,-34.588517,-58.433566,185,870000,PALERMO,14,-58.4274154,1132.91866563345,VTA,TERRENO,-34.588517,-58.433566,185,870000,PALERMO,14,-58.4397714984155,1291.52257398313,1022,Obelisco,5057.3768289503
1566,VTA,TERRENO,-34.5816987,-58.4335472,182,850000,PALERMO,14,VTA,TERRENO,-34.5816987,-58.4335472,182,850000,PALERMO,14,-58.4274154,606.298485287425,VTA,TERRENO,-34.5816987,-58.4335472,182,850000,PALERMO,14,-58.4350135337338,735.725977848999,477,Obelisco,5355.94892663387
1567,VTA,TERRENO,-34.5988758,-58.4335141,346,1120000,VILLA CRESPO,15,VTA,TERRENO,-34.5988758,-58.4335141,346,1120000,VILLA CRESPO,15,-58.4274154,2203.72246911536,VTA,TERRENO,-34.5988758,-58.4335141,346,1120000,VILLA CRESPO,15,-58.4312738603246,418.501130026988,797,Obelisco,4792.9946449474
1568,VTA,TERRENO,-34.5892038,-58.4334584,378,940000,PALERMO,14,VTA,TERRENO,-34.5892038,-58.4334584,378,940000,PALERMO,14,-58.4274154,1194.97078327294,VTA,TERRENO,-34.5892038,-58.4334584,378,940000,PALERMO,14,-58.4397714984155,1228.21753336872,978,Obelisco,5023.10983907007
1569,VTA,TERRENO,-34.5981136,-58.4333711,260,880000,VILLA CRESPO,15,VTA,TERRENO,-34.5981136,-58.4333711,260,880000,VILLA CRESPO,15,-58.4274154,2118.62774142326,VTA,TERRENO,-34.5981136,-58.4333711,260,880000,VILLA CRESPO,15,-58.4312738603246,488.595615110767,715,Obelisco,4790.22856053531
1570,VTA,TERRENO,-34.5974112,-58.4333082,259,1100000,VILLA CRESPO,15,VTA,TERRENO,-34.5974112,-58.4333082,259,1100000,VILLA CRESPO,15,-58.4274154,2041.90809942563,VTA,TERRENO,-34.5974112,-58.4333082,259,1100000,VILLA CRESPO,15,-58.4312738603246,559.108503023246,709,Obelisco,4795.28222283479
1571,VTA,TERRENO,-34.5782204,-58.4332733,363,1800000,PALERMO,14,VTA,TERRENO,-34.5782204,-58.4332733,363,1800000,PALERMO,14,-58.435404,340.712752721839,VTA,TERRENO,-34.5782204,-58.4332733,363,1800000,PALERMO,14,-58.4350135337338,373.332255829252,559,Obelisco,5521.09657127468
1572,VTA,TERRENO,-34.5973215,-58.4332428,260,1100000,VILLA CRESPO,15,VTA,TERRENO,-34.5973215,-58.4332428,260,1100000,VILLA CRESPO,15,-58.4274154,2030.72644429915,VTA,TERRENO,-34.5973215,-58.4332428,260,1100000,VILLA CRESPO,15,-58.4312738603246,566.557434901604,709,Obelisco,4790.8146333251
1573,VTA,TERRENO,-34.5986082,-58.4331594,260,880000,VILLA CRESPO,15,VTA,TERRENO,-34.5986082,-58.4331594,260,880000,VILLA CRESPO,15,-58.4274154,2166.8800288149,VTA,TERRENO,-34.5986082,-58.4331594,260,880000,VILLA CRESPO,15,-58.4312738603246,430.53015871498,766,Obelisco,4764.1163188267
1574,VTA,TERRENO,-34.646428,-58.433137,208,110000,NUEVA POMPEYA,4,VTA,TERRENO,-34.646428,-58.433137,208,110000,NUEVA POMPEYA,4,-58.4199555,1222.86608966956,VTA,TERRENO,-34.646428,-58.433137,208,110000,NUEVA POMPEYA,4,-58.4421707059652,1897.20160119627,446,Obelisco,6692.30720043799
1575,VTA,TERRENO,-34.5811595,-58.4331343,700,3800000,PALERMO,14,VTA,TERRENO,-34.5811595,-58.4331343,700,3800000,PALERMO,14,-58.4274154,550.40757521424,VTA,TERRENO,-34.5811595,-58.4331343,700,3800000,PALERMO,14,-58.4350135337338,685.543244236691,438,Obelisco,5350.00328799853
1576,VTA,TERRENO,-34.610496,-58.433124,210,549000,CABALLITO,6,VTA,TERRENO,-34.610496,-58.433124,210,549000,CABALLITO,6,-58.4436522,1368.99859517448,VTA,TERRENO,-34.610496,-58.433124,210,549000,CABALLITO,6,-58.4295003232997,619.204134695397,588,Obelisco,4785.99923024312
1577,VTA,TERRENO,-34.5986465,-58.4330759,219,1280000,VILLA CRESPO,15,VTA,TERRENO,-34.5986465,-58.4330759,219,1280000,VILLA CRESPO,15,-58.4274154,2169.15474102467,VTA,TERRENO,-34.5986465,-58.4330759,219,1280000,VILLA CRESPO,15,-58.4312738603246,423.595504330082,760,Obelisco,4756.00560241163
1578,VTA,TERRENO,-34.5944752,-58.4330083,211.04,580000,VILLA CRESPO,15,VTA,TERRENO,-34.5944752,-58.4330083,211.04,580000,VILLA CRESPO,15,-58.4274154,1721.58491421851,VTA,TERRENO,-34.5944752,-58.4330083,211.04,580000,VILLA CRESPO,15,-58.4397714984155,795.767659953591,676,Obelisco,4826.73546295327
1579,VTA,TERRENO,-34.6022738,-58.4329838,369,2300000,VILLA CRESPO,15,VTA,TERRENO,-34.6022738,-58.4329838,369,2300000,VILLA CRESPO,15,-58.4436522,2121.68935157396,VTA,TERRENO,-34.6022738,-58.4329838,369,2300000,VILLA CRESPO,15,-58.4312738603246,157.336465150162,766,Obelisco,4716.74605905513
1580,VTA,TERRENO,-34.5727507,-58.4329613,754,5500000,PALERMO,14,VTA,TERRENO,-34.5727507,-58.4329613,754,5500000,PALERMO,14,-58.435404,397.044327897657,VTA,TERRENO,-34.5727507,-58.4329613,754,5500000,PALERMO,14,-58.4350135337338,328.614356864182,463,Obelisco,5832.20367494886
1581,VTA,TERRENO,-34.5697526,-58.4329428,245,1500000,PALERMO,14,VTA,TERRENO,-34.5697526,-58.4329428,245,1500000,PALERMO,14,-58.435404,697.869062783498,VTA,TERRENO,-34.5697526,-58.4329428,245,1500000,PALERMO,14,-58.4350135337338,631.175044894244,402,Obelisco,6032.85876762823
1582,VTA,TERRENO,-34.5948719,-58.43294,280,950000,VILLA CRESPO,15,VTA,TERRENO,-34.5948719,-58.43294,280,950000,VILLA CRESPO,15,-58.4274154,1761.82753949141,VTA,TERRENO,-34.5948719,-58.43294,280,950000,VILLA CRESPO,15,-58.4397714984155,774.0376434758,661,Obelisco,4811.43042821965
1583,VTA,TERRENO,-34.5733948,-58.4329116,756,4800000,PALERMO,14,VTA,TERRENO,-34.5733948,-58.4329116,756,4800000,PALERMO,14,-58.435404,343.483120803241,VTA,TERRENO,-34.5733948,-58.4329116,756,4800000,PALERMO,14,-58.4350135337338,276.307426183979,484,Obelisco,5786.67417949005
1584,VTA,TERRENO,-34.6046529,-58.4328998,171,400000,CABALLITO,6,VTA,TERRENO,-34.6046529,-58.4328998,171,400000,CABALLITO,6,-58.4436522,1895.42072995664,VTA,TERRENO,-34.6046529,-58.4328998,171,400000,CABALLITO,6,-58.4312738603246,313.980927918431,754,Obelisco,4707.37000162339
